URL,目录,质量等级,重复率,暗示评分,段落总数,重复段落数,发布日期
https://www.dongao.com/acca/bm/202506134566581.html,www.dongao.com/acca/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-13  10:42:21
https://www.dongao.com/cjks/bm/202506134565199.html,www.dongao.com/cjks/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:49:25
https://www.dongao.com/acca/bm/202506114566215.html,www.dongao.com/acca/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-11  11:29:42
https://www.dongao.com/cjks/cf/202506134566198.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:26:04
https://www.dongao.com/acca/bm/202506124566577.html,www.dongao.com/acca/bm,良,33.33%,0,3,1,来源：东奥会计在线责编：zhangfan2025-06-12  10:47:03
https://www.dongao.com/cma/cjcx/202506124566432.html,www.dongao.com/cma/cjcx,优,0.00%,3,3,0,来源：东奥会计在线责编：zhangfan2025-06-12  10:46:11
https://www.dongao.com/acca/bm/202506104565899.html,www.dongao.com/acca/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-10  13:26:25
https://www.dongao.com/acca/bm/202506114566218.html,www.dongao.com/acca/bm,优,0.00%,3,3,0,来源：东奥会计在线责编：zhangfan2025-06-11  11:30:03
https://www.dongao.com/cjks/cf/202506134565193.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:50:54
https://www.dongao.com/acca/bm/202506104565900.html,www.dongao.com/acca/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-10  13:28:28
https://www.dongao.com/cma/cjcx/202506104565897.html,www.dongao.com/cma/cjcx,差,33.33%,3,3,1,来源：东奥会计在线责编：zhangfan2025-06-10  13:24:09
https://www.dongao.com/cjks/cf/202506134567194.html,www.dongao.com/cjks/cf,极差,66.67%,3,6,4,来源：东奥会计在线责编：张梦2025-06-13  14:02:27
https://www.dongao.com/cjks/cf/202506134565191.html,www.dongao.com/cjks/cf,差,33.33%,3,3,1,来源：东奥会计在线责编：刘雪晶2025-06-13  09:52:16
https://www.dongao.com/cjks/cf/202506124565189.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:54:12
https://www.dongao.com/acca/cjcx/202506094565398.html,www.dongao.com/acca/cjcx,差,50.00%,0,4,2,来源：东奥会计在线责编：zhangfan2025-06-09  15:47:56
https://www.dongao.com/cma/bmsj/202506094565379.html,www.dongao.com/cma/bmsj,良,33.33%,0,3,1,来源：东奥会计在线责编：zhangfan2025-06-09  15:44:32
https://www.dongao.com/acca/bm/202506134566579.html,www.dongao.com/acca/bm,良,33.33%,0,3,1,来源：东奥会计在线责编：zhangfan2025-06-13  10:41:59
https://www.dongao.com/cma/cjcx/202506114566229.html,www.dongao.com/cma/cjcx,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-11  11:26:25
https://www.dongao.com/acca/cjcx/202506094565429.html,www.dongao.com/acca/cjcx,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-09  15:48:07
https://www.dongao.com/cjks/cf/202506124565190.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:24:56
https://www.dongao.com/cma/cjcx/202506134566576.html,www.dongao.com/cma/cjcx,差,33.33%,3,3,1,来源：东奥会计在线责编：zhangfan2025-06-13  10:41:09
https://www.dongao.com/cma/cjcx/202506104565898.html,www.dongao.com/cma/cjcx,差,33.33%,3,3,1,来源：东奥会计在线责编：zhangfan2025-06-10  13:25:06
https://www.dongao.com/cma/bmlc/202506094565387.html,www.dongao.com/cma/bmlc,良,33.33%,0,3,1,来源：东奥会计在线责编：zhangfan2025-06-09  15:46:55
https://www.dongao.com/cjks/cf/202506134565197.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:50:38
https://www.dongao.com/cjks/bm/202506134565200.html,www.dongao.com/cjks/bm,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:50:03
https://www.dongao.com/acca/bm/202506124566578.html,www.dongao.com/acca/bm,差,33.33%,3,3,1,来源：东奥会计在线责编：zhangfan2025-06-12  10:47:25
https://www.dongao.com/cma/cjcx/202506124566441.html,www.dongao.com/cma/cjcx,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-12  10:46:29
https://www.dongao.com/cjks/bm/202506134566160.html,www.dongao.com/cjks/bm,优,0.00%,5,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:48:54
https://www.dongao.com/cma/cjcx/202506134566575.html,www.dongao.com/cma/cjcx,良,25.00%,0,4,1,来源：东奥会计在线责编：zhangfan2025-06-13  10:39:59
https://www.dongao.com/cma/cjcx/202506114566237.html,www.dongao.com/cma/cjcx,优,0.00%,3,3,0,来源：东奥会计在线责编：zhangfan2025-06-11  11:26:49
https://www.dongao.com/cjks/bm/202506134565201.html,www.dongao.com/cjks/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:50:20
https://www.dongao.com/cjks/cf/202506134565192.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:52:34
https://www.dongao.com/cjks/cf/202506124565188.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:52:54
https://www.dongao.com/cjks/cf/202506124563308.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:54:30
https://www.dongao.com/cjks/bm/202506124565198.html,www.dongao.com/cjks/bm,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:52:37
https://www.dongao.com/cjks/bm/202506124566711.html,www.dongao.com/cjks/bm,优,0.00%,3,9,0,来源：东奥会计在线责编：张梦2025-06-12  14:42:04
https://www.dongao.com/cjks/cf/202506124565195.html,www.dongao.com/cjks/cf,差,33.33%,7,3,1,来源：东奥会计在线责编：刘雪晶2025-06-12  09:56:17
https://www.dongao.com/cjks/hgz/202506114563311.html,www.dongao.com/cjks/hgz,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:31:09
https://www.dongao.com/cjks/cf/202506124565194.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:56:05
https://www.dongao.com/cjks/cf/202506124565196.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:56:28
https://www.dongao.com/cjks/cf/202506114565187.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:28:46
https://www.dongao.com/cjks/hgz/202506114563310.html,www.dongao.com/cjks/hgz,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:30:19
https://www.dongao.com/cjks/hgz/202506114563313.html,www.dongao.com/cjks/hgz,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:30:38
https://www.dongao.com/cjks/bm/202506124565205.html,www.dongao.com/cjks/bm,差,33.33%,7,3,1,来源：东奥会计在线责编：刘雪晶2025-06-12  09:53:55
https://www.dongao.com/cjks/cf/202506104565895.html,www.dongao.com/cjks/cf,良,14.29%,5,7,1,来源：东奥会计在线责编：张梦2025-06-10  14:27:43
https://www.dongao.com/cjks/hgz/202506114563312.html,www.dongao.com/cjks/hgz,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:30:53
https://www.dongao.com/cjks/cf/202506114563302.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:29:26
https://www.dongao.com/cjks/bm/202506114566320.html,www.dongao.com/cjks/bm,良,4.17%,7,24,1,来源：东奥会计在线责编：张梦2025-06-11  14:18:38
https://www.dongao.com/cjks/cf/202506114563300.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:28:05
https://www.dongao.com/cjks/cf/202506114566239.html,www.dongao.com/cjks/cf,优,0.00%,0,5,0,来源：东奥会计在线责编：张梦2025-06-11  11:41:37
https://www.dongao.com/cjks/cf/202506104565965.html,www.dongao.com/cjks/cf,优,0.00%,0,4,0,来源：东奥会计在线责编：张梦2025-06-10  14:53:34
https://www.dongao.com/cjks/cf/202506104563299.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:47:58
https://www.dongao.com/cjks/cf/202506104563298.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:47:45
https://www.dongao.com/cjks/cf/202506114563301.html,www.dongao.com/cjks/cf,差,33.33%,7,3,1,来源：东奥会计在线责编：刘雪晶2025-06-11  09:29:07
https://www.dongao.com/cjks/cf/202506114563315.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:28:27
https://www.dongao.com/cjks/cf/202506104566080.html,www.dongao.com/cjks/cf,极差,75.00%,3,8,6,来源：东奥会计在线责编：张梦2025-06-10  17:02:56
https://www.dongao.com/cjks/cf/202506104566021.html,www.dongao.com/cjks/cf,良,0.00%,7,2,0,来源：东奥会计在线责编：张梦2025-06-10  15:33:43
https://www.dongao.com/cjks/cf/202506104566033.html,www.dongao.com/cjks/cf,差,42.86%,0,7,3,来源：东奥会计在线责编：张梦2025-06-10  15:59:34
https://www.dongao.com/cjks/cf/202506104563297.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:33:10
https://www.dongao.com/cjks/cf/202506104563296.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:46:53
https://www.dongao.com/cjks/cf/202506104566055.html,www.dongao.com/cjks/cf,良,0.00%,7,4,0,来源：东奥会计在线责编：张梦2025-06-10  16:30:09
https://www.dongao.com/cjks/cf/202506104563307.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:46:27
https://www.dongao.com/cjks/cf/202506094565617.html,www.dongao.com/cjks/cf,差,57.14%,3,7,4,来源：东奥会计在线责编：张丽娜2025-06-09  16:03:50
https://www.dongao.com/cjks/bm/202506104563289.html,www.dongao.com/cjks/bm,极差,50.00%,7,2,1,来源：东奥会计在线责编：刘雪晶2025-06-10  09:48:44
https://www.dongao.com/cjks/cf/202506104563314.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:46:01
https://www.dongao.com/cjks/bm/202506104563324.html,www.dongao.com/cjks/bm,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:47:12
https://www.dongao.com/cjks/bm/202506104563288.html,www.dongao.com/cjks/bm,良,0.00%,7,8,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:48:27
https://www.dongao.com/cjks/cf/202506094565632.html,www.dongao.com/cjks/cf,优,0.00%,0,6,0,来源：东奥会计在线责编：张丽娜2025-06-09  16:37:46
https://www.dongao.com/cjks/cf/202506094563293.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:14:49
https://www.dongao.com/cjks/bm/202506104563287.html,www.dongao.com/cjks/bm,优,0.00%,3,2,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:47:30
https://www.dongao.com/cjks/cf/202506094565305.html,www.dongao.com/cjks/cf,良,12.50%,5,8,1,来源：东奥会计在线责编：张梦2025-06-09  13:41:54
https://www.dongao.com/cjks/cf/202506094565597.html,www.dongao.com/cjks/cf,优,0.00%,0,4,0,来源：东奥会计在线责编：张梦2025-06-09  16:00:09
https://www.dongao.com/cjks/cf/202506094565628.html,www.dongao.com/cjks/cf,极差,66.67%,7,3,2,来源：东奥会计在线责编：张梦2025-06-09  16:40:01
https://www.dongao.com/cjks/cf/202506094565643.html,www.dongao.com/cjks/cf,良,25.00%,3,4,1,来源：东奥会计在线责编：张梦2025-06-09  17:05:33
https://www.dongao.com/cjks/cf/202506094565386.html,www.dongao.com/cjks/cf,优,0.00%,3,5,0,来源：东奥会计在线责编：张梦2025-06-09  14:42:23
https://www.dongao.com/cjks/cf/202506094565519.html,www.dongao.com/cjks/cf,优,0.00%,3,4,0,来源：东奥会计在线责编：张梦2025-06-09  15:05:01
https://www.dongao.com/cjks/bm/202506094563286.html,www.dongao.com/cjks/bm,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:03:41
https://www.dongao.com/cjks/bm/202506094565651.html,www.dongao.com/cjks/bm,优,0.00%,3,6,0,来源：东奥会计在线责编：张丽娜2025-06-09  17:23:55
https://www.dongao.com/cjks/cf/202506094565512.html,www.dongao.com/cjks/cf,优,0.00%,3,7,0,来源：东奥会计在线责编：张丽娜2025-06-09  15:48:55
https://www.dongao.com/cjks/cf/202506094563306.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:14:32
https://www.dongao.com/cjks/cf/202506094563295.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:14:05
https://www.dongao.com/cjks/bm/202506094565490.html,www.dongao.com/cjks/bm,差,50.00%,0,4,2,来源：东奥会计在线责编：张丽娜2025-06-09  14:35:27
https://www.dongao.com/cjks/cf/202506094563294.html,www.dongao.com/cjks/cf,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:15:02
https://www.dongao.com/cjks/bm/202506094563322.html,www.dongao.com/cjks/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:12:59
https://www.dongao.com/cjks/bm/202506094563323.html,www.dongao.com/cjks/bm,良,0.00%,7,4,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:13:50
https://www.dongao.com/cjks/bm/202506094562326.html,www.dongao.com/cjks/bm,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:13:30
https://www.dongao.com/gaoji/chengjichaxun/202506114566435.html,www.dongao.com/gaoji/chengjichaxun,优,0.00%,3,9,0,来源：东奥会计在线责编：韩艺2025-06-11  15:18:33
https://www.dongao.com/cjks/bm/202506094562323.html,www.dongao.com/cjks/bm,良,0.00%,7,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:12:43
https://www.dongao.com/cjks/bm/202506094562325.html,www.dongao.com/cjks/bm,优,0.00%,3,6,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:13:17
https://www.dongao.com/gaoji/baoming/202506114566490.html,www.dongao.com/gaoji/baoming,优,0.00%,3,4,0,来源：东奥会计在线责编：韩艺2025-06-11  16:27:31
https://www.dongao.com/gaoji/baoming/202506114566474.html,www.dongao.com/gaoji/baoming,极差,100.00%,0,10,10,来源：东奥会计在线责编：韩艺2025-06-11  16:12:20
https://www.dongao.com/gaoji/baoming/202506114566452.html,www.dongao.com/gaoji/baoming,良,18.18%,3,11,2,来源：东奥会计在线责编：韩艺2025-06-11  15:41:57
